   rho_c        M         M_0         R         Omega      Omega_p       T/W           C*J/GM_s^2      I        h_plus       h_minus       Z_p      Z_b        Z_f       omega_c/Omega   r_e     r_ratio     Omega_pa    Omega+    u_phi
1.50000e+15 1.78490e+00 2.09239e+00 1.03652e+01 1.99992e-01 1.44062e+00 4.02878e-03 3.79684e-01 1.66849e+00 4.45868e+00 6.49985e+00 4.30561e-01 5.74834e-01 2.92508e-01 6.25256e-01 2.04279e-01 9.86551e-01
r/(r+r_e)  cos(theta)     rho        gamma      alpha      omega     pressure
1.5623e-02 3.5938e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 3.7500e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 3.9062e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.0625e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.2188e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.3750e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.5312e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.6875e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 4.8438e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.0000e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.1562e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.3125e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.4688e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.6250e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.7812e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 5.9375e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 6.0938e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1239e+35
1.5623e-02 6.2500e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 6.4062e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 6.5625e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 6.7188e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 6.8750e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.0312e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.1875e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.3438e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.5000e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.6562e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.8125e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 7.9688e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1238e+35
1.5623e-02 8.1250e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1237e+35
1.5623e-02 8.2812e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1237e+35
1.5623e-02 8.4375e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1237e+35
1.5623e-02 8.5938e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1237e+35
1.5623e-02 8.7500e-01 -1.3592e+00 -1.6751e-01 5.9585e-01 1.2502e-01 4.1237e+35
1.5623e-02 8.9062e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1237e+35
1.5623e-02 9.0625e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1237e+35
1.5623e-02 9.2188e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1237e+35
1.5623e-02 9.3750e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1236e+35
1.5623e-02 9.5312e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1236e+35
1.5623e-02 9.6875e-01 -1.3592e+00 -1.6751e-01 5.9584e-01 1.2502e-01 4.1236e+35
1.5623e-02 9.8438e-01 -1.3592e+00 -1.6750e-01 5.9584e-01 1.2502e-01 4.1235e+35
1.5623e-02 1.0000e+00 -1.3592e+00 -1.6750e-01 5.9583e-01 1.2502e-01 4.1234e+35
2.3435e-02 0.0000e+00 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.5625e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 3.1250e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 4.6875e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 6.2500e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 7.8125e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 9.3750e-02 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.0938e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.2500e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.4062e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.5625e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.7188e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 1.8750e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 2.0312e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1205e+35
2.3435e-02 2.1875e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 2.3438e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 2.5000e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 2.6562e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 2.8125e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 2.9688e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 3.1250e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
2.3435e-02 3.2812e-01 -1.3589e+00 -1.6741e-01 5.9575e-01 1.2500e-01 4.1204e+35
